Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359769aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359771aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359772aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359773aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359775aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359776aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359778aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359779aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359780aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359781aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359783aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359784aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359785aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359786aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359787aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359788aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359789aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359790aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359791aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359795aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359796aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359797aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359798aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359802aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359803aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359804aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359809aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/sQC1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/sQC2_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/sQC3_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/sQC4_MWY-24-5969-02-b_human_DIA_Astral_2.mzML
Q8NCW0	Q8NCW0	KREM2_HUMAN	KREMEN2	Kremen protein 2	985679	916785	205755	2233300	246740	2588420	576407	1144110	485503	131314	3488770	1077360	265639	693305	104610	221230	185847	617243	360380	146535	504272	905961	684390	639540	1011100	711940	261535	1298950	1311250	1234850	1344750
Q8NCW5	Q8NCW5;A0A7P0TAG8	NNRE_HUMAN	NAXE	NAD(P)H-hydrate epimerase	971111	694338	1201320	611258	456560	649458	603672	573394	766348	522734	611423	729148	669854	612925	633889	662064	567986	655497	373006	495701	553888	613817	576240	364594	452624	773566	916468	701766	686216	713498	700810
Q8NCW6	Q8NCW6	GLT11_HUMAN	GALNT11	Polypeptide N-acetylgalactosaminyltransferase 11	129633	94082.1	87652.1	114609	64629.4	88830.7	109135	119049	89882.1	118524	108881	97425.9	50401.2	110451	74297.8	87566.2	67643.3	61164.4	101585	93529.8	101787	89095.6	101124	118804	95772.4	102181	118754	79979.8	104829	96280.2	100050
Q8ND04	Q8ND04;J3KTD7	SMG8_HUMAN	SMG8	Nonsense-mediated mRNA decay factor SMG8	24304.5	17884.5	16639.9	30161.5	18878	18310.7	19785.7	21619.7	20576.4	21958.5	24741	15444.1	18322.2	16384.2	19476.8	16422.9	20881.4	14044.1	27016.7	23923.5	18116.4	16195.1	16088	26822.7	23985.6	18594.3	16331.6	24010.9	23420.1	18293.3	20049
Q8ND24	Q8ND24	RN214_HUMAN	RNF214	RING finger protein 214	40525.3	30394.3	34058.6	35602.5	40462.4	38816.1	32174.9	34250.4	35813.4	40194.6	35177.3	32415.9	39159.5	38358.9	32961.6	34232.1	45158.3	37048.3	29288.5	43192.5	40251.8	38935.2	36418.5	32261.5	30770.6	38699.6	44208.1	39367.3	39210.6	37745.9	38136.7
Q8ND30	Q8ND30;A0A804HJY3;A0A804HKA2;E9PP16;H0YDJ2	LIPB2_HUMAN	PPFIBP2	Liprin-beta-2	37483	35321.3	34725.2	32549.6	32314.7	19236.8	36288.4	31515.7	13552.3	41637.2	32146.6	38449.4	45738.2	31936.6	28826.6	28307.7	34280.4	42078.7	34805.8	37171.7	32062.3	34130.3	41290.8	16273.2	49801.8	37763.9	27295.3	37099.7	30810.7	28889.1	32164.2
Q8ND56	Q8ND56;A0A140TA76;I3L4Q1;K7EMZ9	LS14A_HUMAN	LSM14A	Protein LSM14 homolog A	103544	80166.2	86245.5	73826.5	91356.4	94378.2	96163.2	86175	62112.7	141932	79419.2	72402.2	94435.1	83964.9	91357.4	75625.8	108247	101696	100598	100306	104623	94052.7	91831.1	81924.7	84687.8	93232.8	108504	93676.4	94992.4	85918.3	91421
Q8ND71	Q8ND71	GIMA8_HUMAN	GIMAP8	GTPase IMAP family member 8	16979.8	20720	14884.2	30565.3	17054.2	26858.3	27988.1	45430.5	35358	17938.9	51656.3	27919.5	8136.33	28873.8	13413.1	22070.9	22663.9	25828.8	13800.8	19191.6	23410.5	25603.6	21496	43488.5	29623	25188.2	22429.4	28678.1	30744	28701.5	27144.5
Q8ND76	Q8ND76	CCNY_HUMAN	CCNY	Cyclin-Y	44301.3	44759.7	42621.4	49678.5	31746.2	55290.2	30257.2	39768.6	38687.3	26946.5	42471	45333.3	37549.2	33585.7	41548.2	34183.8	37842.8	31006.1	45175.8	28053.9	34300.2	41711.6	33485	28676.8	41046.8	32459.7	41132.7	31899.7	40966	35565.2	35231.2
Q8ND82	Q8ND82	Z280C_HUMAN	ZNF280C	Zinc finger protein 280C	36447.2	12872.2	15431.7	16884.9	20480	18350.7	17471.2	23578.1	7589.26	13463.4	16363.1	9860.88	22122	18799.5	29641.2	19310.6	18744	18019.6	31478.8	24315.4	19236.9	20182.6	15605.5	27318.1	10492	14766.4	28280.7	13747	16718.7	24404.1	16513.5
Q8ND90	Q8ND90	PNMA1_HUMAN	PNMA1	Paraneoplastic antigen Ma1	7112.11	9298.5	17535.1	NA	7451.78	11766.3	5632.91	9073.33	37728.4	NA	17566.4	8538.51	3196.88	10806.9	8420.49	NA	5439.47	10000.1	10574.2	7517.29	8386.14	6261.81	13371.2	8073.74	7327.01	5871.06	3642.52	12303.3	14215.2	13989.8	11545.3
Q8ND94	Q8ND94	LRN4L_HUMAN	LRRN4CL	LRRN4 C-terminal-like protein	9212.86	16969.2	6626.11	6869.7	6138.08	26958.9	12615.2	11191.4	60390.4	3660.82	26564.8	31354.5	6828.3	13376.4	1822.63	7667.62	8118.85	7487.61	NA	5102.4	7281.11	11267.1	9918.57	NA	9183.64	9128.88	10836.8	20331.2	11965.7	13944.2	14817.3
Q8NDA2	Q8NDA2	HMCN2_HUMAN	HMCN2	Hemicentin-2	17921.2	36776.4	17098	34536.3	14581.9	145088	24528.5	19017.5	238254	12584.6	85993	42167.5	36507.7	21839.4	13546.9	17511.2	6897.83	20605.2	27083.2	8633.5	10795.8	27850.6	19486	11196.1	22904.7	30404.4	13966.5	81433.9	80137.6	86536.2	81348.2
Q8NDA8	Q8NDA8;E9PHY8	MROH1_HUMAN	MROH1	Maestro heat-like repeat-containing protein family member 1	72263.1	69955.3	41858.1	64257.8	57273.9	47284.1	61092.5	60571.9	40071.1	88691.4	54358.8	67496.8	57960.1	60055.6	38429.5	46275.9	44795.4	60023.4	66548.7	55035.3	51278.4	56699.5	59982.5	41177.6	65190.5	60841.1	55066.1	59863.2	54667.6	59782.3	57512.2
Q8NDB2	Q8NDB2	BANK1_HUMAN	BANK1	B-cell scaffold protein with ankyrin repeats	NA	7796.89	7460.35	5601.98	3608.67	NA	7984.15	9664.72	NA	2308.57	21997.8	12240.4	NA	3421.61	4468.86	6786.88	5762.87	6535.3	NA	3995.98	3958.05	10142.7	4968.6	7629.74	7570.16	7478.5	6630.38	6415.41	3988.3	9798.77	7879.82
Q8NDC0	Q8NDC0	MISSL_HUMAN	MAPK1IP1L	MAPK-interacting and spindle-stabilizing protein-like	81887.2	81950.3	91056.7	91456.4	108412	102257	90918.4	97998.8	105514	114174	100513	81823.2	79988.2	89257.1	101394	89660.3	81206.1	124618	105560	69711.1	109875	127229	90567.3	101525	72034	113953	112746	118892	115172	121948	112186
Q8NDD1	Q8NDD1;Q5TBH9;Q5TBI2	CA131_HUMAN	C1orf131	Uncharacterized protein C1orf131	133146	79231.9	106088	95438.5	84423.2	91140.5	104250	105626	54953.6	85499.9	73764.3	61557.1	104137	88199.8	59053.4	62010	121145	46878.2	106589	123069	101981	77636.4	88709.6	106671	83511.8	83487.3	146808	88241.3	69421.3	100156	80593.3
Q8NDF8	Q8NDF8;A0A7N4YH79;E9PC61	PAPD5_HUMAN	TENT4B	Terminal nucleotidyltransferase 4B	12772.3	7029.08	7685.77	9182.35	7994.75	9266.77	6663.59	7614.08	NA	9633.33	5492.78	3689.79	9820.78	8628.81	12352.4	7787.81	9851.31	5117.88	14278.8	11858.9	10708	7482.43	5446.89	10446.2	9611.67	7674.56	12629.8	7766.68	9538.92	7849.49	5443.06
Q8NDH3	Q8NDH3	PEPL1_HUMAN	NPEPL1	Probable aminopeptidase NPEPL1	130396	62681.8	87262.4	92342.4	52650.6	90363	73035.3	103698	140434	46583.3	85776.5	66555.5	45320.2	75947.6	46808.1	47787.2	73447	67243.2	32603.1	84404.6	85663.9	71914.8	81904.3	32284.9	51723	79011.3	84832.5	79633	91254.1	94600	88852.3
Q8NDI1	Q8NDI1;H7C1E6	EHBP1_HUMAN	EHBP1	EH domain-binding protein 1	35719.8	32136	23326.8	38559.4	26697.9	34758.4	27978.3	29955.9	49921.8	23626.7	40964.1	29578.1	35427	30443.2	36492.9	26031.8	27774.4	23960.4	34249.6	22811.6	32408.7	43206.2	22927.5	47812.4	22958.6	24962.9	30757.4	40411.7	37369.6	39218.8	36812.6
Q8NDM7	Q8NDM7;H0Y4U9;H7BZT8	CFA43_HUMAN	CFAP43	Cilia- and flagella-associated protein 43	77913.4	NA	40704.3	NA	53121.4	NA	NA	NA	NA	NA	66595	NA	31664.5	42062.2	NA	48178	50965.8	NA	158904	NA	NA	NA	NA	NA	68283.8	NA	NA	NA	NA	60929.1	53707.6
Q8NDN9	Q8NDN9	RCBT1_HUMAN	RCBTB1	RCC1 and BTB domain-containing protein 1	5493.98	1768.69	2755.06	5738.43	1825.93	5888.01	4297.94	NA	9798.23	2647.04	NA	2843.77	2938.43	4239.01	5068.6	1505.11	6401.03	NA	NA	2970.78	3165.53	6510.09	3252.26	2640.05	3935.98	1648.27	3209.89	2375.43	NA	4813.36	NA
Q8NDT2	Q8NDT2	RB15B_HUMAN	RBM15B	Putative RNA-binding protein 15B	239648	240689	209502	190319	225350	222205	244649	292757	178034	295600	297798	274930	218037	240597	225804	262167	262086	241013	231924	244592	253378	221128	259143	184560	236558	185458	262798	217923	270195	183155	213381
Q8NDV7	Q8NDV7	TNR6A_HUMAN	TNRC6A	Trinucleotide repeat-containing gene 6A protein	3309.6	NA	3568.51	4860.87	3519.62	2968.55	5042.66	3867.48	NA	1572.07	NA	NA	2871.78	NA	3624.28	3574.7	5645.76	3948.72	3252.69	2906.73	3450.81	3065.95	3869.35	3319.92	3189.52	4619.88	3978.2	NA	NA	5220.6	4432.61
Q8NDX1	Q8NDX1	PSD4_HUMAN	PSD4	PH and SEC7 domain-containing protein 4	18581.9	27625.6	20524.2	22186.2	17683.2	16932.2	23864	29949.7	17572.1	25701.4	30954.3	28921.4	24031.9	27462.9	21020.4	24708	20527.1	22488.2	33190.5	20918.3	20379.7	36312.6	25700.3	29118.9	25285.8	26519.3	28196.7	29021.9	30815.4	19545.1	24189.3
Q8NDX5	Q8NDX5;E7EX82	PHC3_HUMAN	PHC3	Polyhomeotic-like protein 3	28940.2	21711.7	29683	20729.4	23426.9	23270	25084.7	27714.1	27452.9	23810.2	27509.3	25153.7	17392.7	23628.2	20165.5	25198.1	27332.7	23034	16262.1	19613.2	19136.4	36905.1	16312.5	21782.6	21953.2	23575.1	26423.2	29885.4	27055.9	24051.7	24557
Q8NDX6	Q8NDX6	ZN740_HUMAN	ZNF740	Zinc finger protein 740	12366.8	9324.05	10446.5	15690.1	8789.36	14964	11023	12407	NA	13883.7	12851.4	12414.2	12210.3	10768	18831.5	10590.8	8863.53	8620.6	14807.2	9764.74	10532	7095.68	7404.89	11147.4	14504.5	5938.07	9044.82	17121.7	7111.59	4471.72	7656.84
Q8NDZ2	Q8NDZ2	SIMC1_HUMAN	SIMC1	SUMO-interacting motif-containing protein 1	48261.4	77406.4	51894.5	46423.9	21046	58323.4	59192.3	56958.2	107676	31949.6	122177	37038.7	42671.4	53606.8	41844.9	41233.1	22744.1	49472	62482.2	25515.6	46143.6	57173.6	70793.5	43553.5	50090.5	57717.2	39219.5	86350.9	84083.2	81493.9	62116.4
Q8NDZ4	Q8NDZ4;C9JY09;E7ET39	DIK2A_HUMAN	DIPK2A	Divergent protein kinase domain 2A	28416.8	30651.9	27741.3	28059.6	26483.3	31447.1	27247.1	32600.9	13031.9	26500.6	25917.8	31062.8	21229.9	30044.4	19450.1	28908.5	21386.4	29491.6	70526.7	23090.8	28100.9	26336.1	30760.2	28191.9	30732.9	23848.2	39887	29627.5	23547.4	29997.4	28890
Q8NDZ6	Q8NDZ6;B7Z6A5;B7Z6T3;D6RAK4;E9PCX5	T161B_HUMAN	TMEM161B	Transmembrane protein 161B	NA	18860.4	NA	20179.4	NA	NA	NA	16096.4	11040.3	14700.6	NA	NA	NA	18835.7	NA	NA	15707.3	17280.8	9447.08	NA	NA	23491.2	20724.6	NA	NA	NA	14316.5	20410.2	20577.7	NA	NA
Q8NE01	Q8NE01	CNNM3_HUMAN	CNNM3	Metal transporter CNNM3	17964.4	21049.2	12853.5	15431.3	27862.4	27068.7	18457.5	19952.2	22063.6	15932.1	18893.6	19456	25812.4	24182.2	25291.6	35650.3	23922.1	22861	22150.6	19037.1	18855.1	24140.6	15943.6	12166.1	16610.6	19765	22427.4	26300.3	24834.6	26094.9	24668.8
Q8NE09	Q8NE09;G3V112;H0YBV2	RGS22_HUMAN	RGS22	Regulator of G-protein signaling 22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	468818	NA	NA	NA	NA	NA	583807	NA	NA	NA	NA	NA	NA	NA	NA
Q8NE22	Q8NE22	SETD9_HUMAN	SETD9	SET domain-containing protein 9	4295.27	4091.21	7185.04	NA	5066.08	6335.52	3931.18	3275.42	2716	NA	NA	7798.14	8699.27	NA	3006.84	6422.4	3536.12	5501.67	976.641	4600.96	6564.42	3968.79	5036.92	3133.11	6022.15	8122.63	8547.94	7687.42	9595.01	6113.03	2120.78
Q8NE62	Q8NE62	CHDH_HUMAN	CHDH	Choline dehydrogenase, mitochondrial	147952	188642	148190	76482.5	37537.8	30422.2	110502	128667	18853.7	71140.4	120349	138592	163692	171334	160219	202667	202228	182526	89389.7	112827	114834	128465	249159	14132.5	119470	145905	118926	115642	118187	124167	115641
Q8NE71	Q8NE71;H0YGW7;Q5STZ8	ABCF1_HUMAN	ABCF1	ATP-binding cassette sub-family F member 1	315722	275540	282685	349309	268988	321932	343620	326504	251756	426735	330968	299570	338512	320727	280567	344739	305983	284343	209664	401286	341643	334728	286384	321731	347918	316296	349734	326793	323519	328248	319290
Q8NE79	Q8NE79	POPD1_HUMAN	BVES	Blood vessel epicardial substance	6858.05	4946.34	3159	NA	2433.4	NA	NA	2487.29	30987.7	NA	17768.8	3781.94	NA	NA	NA	NA	2291.25	2556.69	NA	NA	NA	NA	NA	NA	2683.32	NA	2464.85	11717.2	10484.8	13809.4	8062.35
Q8NE86	Q8NE86;S4R468	MCU_HUMAN	MCU	Calcium uniporter protein, mitochondrial	202335	275762	355745	184607	181676	185061	305616	168903	89636.2	184434	176541	281969	177380	216181	146227	184502	181327	235329	149765	177267	195755	170295	284218	81146.2	181951	208905	173256	181745	183982	180112	178708
Q8NEB7	Q8NEB7;E7EP66;F5H2C2;F5H3P4;F5H5S8	ACRBP_HUMAN	ACRBP	Acrosin-binding protein	NA	NA	3158.13	NA	6189.51	5483.96	NA	NA	NA	NA	NA	6139.27	4601.63	NA	5086.56	NA	NA	5767.43	NA	NA	NA	6536.82	6377.77	NA	NA	NA	NA	NA	9620.94	NA	8164.67
Q8NEB9	Q8NEB9;A8MYT4	PK3C3_HUMAN	PIK3C3	Phosphatidylinositol 3-kinase catalytic subunit type 3	114684	156341	127777	185929	135632	162514	144248	164348	154523	144217	172504	161971	120641	136172	176198	119860	134066	132089	142434	137761	133657	150014	131095	199450	133323	146600	166614	145112	157131	154566	164291
Q8NEC7	Q8NEC7;D6R9W2	GSTCD_HUMAN	GSTCD	Glutathione S-transferase C-terminal domain-containing protein	6874.65	7701.78	7146.96	5273.09	8722.54	9342.22	7442.81	9519.06	3880.31	7078.66	11296.5	5883.83	11387.5	6656.77	12639	6954.56	8797.43	8853.51	12997.7	7730.77	8847.35	6323.07	3206.99	9103.26	8211.71	6032.37	6543.72	9714.38	8628.04	3401.43	7896.44
Q8NEF9	Q8NEF9	SRFB1_HUMAN	SRFBP1	Serum response factor-binding protein 1	45228.9	16704.6	37117.5	20066.9	22717.8	19017.6	14228	26048.1	13785.7	27837.7	17525.6	12639.8	32552.6	22158.9	29018	25357.7	20364.2	13210.3	37775.1	28206.1	27009.9	19678.6	18025.3	18737.8	24574.7	16286.1	27458.9	20630.5	18411.3	22551.1	28021.1
Q8NEG4	Q8NEG4	FA83F_HUMAN	FAM83F	Protein FAM83F	21866.5	17765	8402.43	4337.63	12083.8	NA	11790.3	7802.86	NA	15783.2	6077.82	14497.1	12351.4	11410	15399.3	15253.7	12178	19861.1	16187.2	15470.3	15717.2	10379.2	16303.1	10351.4	11493	15985.5	12728.1	14089.3	15453.5	13385.9	13308.9
Q8NEJ9	Q8NEJ9;H0YJQ1;A0A8V8TQS3;A0A8V8TRJ3;G3V4G1	NGDN_HUMAN	NGDN	Neuroguidin	45226.4	26584.4	35426.5	25859.9	29089.5	29175.5	29609.3	34685.9	12783.3	27176.2	18002.5	23868.9	43580	42428.4	59134.4	33887.5	32446	25334.4	61674.6	34412.3	33272.4	26880.2	21839.6	36441.9	30888.1	21019.4	46636.4	27901.4	30231.1	31246	28260.3
Q8NEL9	Q8NEL9;A0A669KB51	DDHD1_HUMAN	DDHD1	Phospholipase DDHD1	7652.97	8180.24	10231	7050.31	9119.05	12497.4	9727.48	10309.1	17378.4	4716.96	8623.65	12664.7	5950.28	7709.31	10019.3	9306.05	11918.2	6123.53	10482.8	9172.17	8910.9	7552	12346.2	19096.3	4471.61	7919.44	7572.54	11908.6	11671	11346.7	16183.3
Q8NEM2	Q8NEM2	SHCBP_HUMAN	SHCBP1	SHC SH2 domain-binding protein 1	4500.52	14091.9	5997.12	NA	5938.7	8487.09	7578.27	5885.03	7835.9	6584.69	NA	5382.06	5463.3	6753.8	10232.4	5946.37	8607.78	6333.74	5044.68	6531.68	5166.16	6994.88	2488.84	9566.37	8218.63	5900.99	5507.53	NA	8051	NA	NA
Q8NEM7	Q8NEM7;B4E2D5;H7C5F9;R4GND2	SP20H_HUMAN	SUPT20H	Transcription factor SPT20 homolog	12278	31144.1	16086.7	19572.4	17711.8	20820.4	16308	18799.2	10270.2	27261.9	19483.3	19388.9	24673.8	27035.2	26807.3	28892.8	23447.6	26062.6	17851.6	18924.5	27208.3	23398.1	28200.8	28470.4	38395.2	25272.7	22613.2	28418.3	28148.7	19254.5	29588.1
Q8NEN9	Q8NEN9	PDZD8_HUMAN	PDZD8	PDZ domain-containing protein 8	43256.6	33648.3	28036.7	24054.5	49666.5	32684	28037	30375.4	21491.8	33560.9	27031.1	32787.3	38317	30186.4	33921.6	33558.7	43235.6	29185.3	47690.2	31770.4	39042.2	36135.5	34721.9	47983.8	37282	27596.1	36141.1	33248.2	34462.6	35403.1	34018.3
Q8NES3	Q8NES3	LFNG_HUMAN	LFNG	Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe	15895.9	11537.9	8735.9	18922.5	13772.5	57256.1	8750.33	12883.2	4931.22	9685.67	14861.8	11460.5	8815.32	8961.28	5061.22	12601.4	6692.86	15415.2	24821.9	9084.45	7469.09	8913.8	7732.52	4817.75	18049.3	13237	12223.6	11681.7	11815.5	11663.3	12085.6
Q8NEU8	Q8NEU8;F8VS86	DP13B_HUMAN	APPL2	DCC-interacting protein 13-beta	44966.7	159460	113827	68168.3	79300.2	55496.9	100413	83899.4	47318	76696.6	76012.5	160778	37175.2	138211	76438.7	138108	116492	172758	41712.2	82005	125602	83786	187954	42008.2	82837	188480	93328.8	99905.1	94856.6	94187.7	99543.4
Q8NEV8	Q8NEV8;E9PPH6;F5GXG5	EXPH5_HUMAN	EXPH5	Exophilin-5	21085.5	27617.1	23032.9	17394.4	20047.4	11948.8	25692.2	16009.3	10357.4	25595.3	17094.5	27569.5	18241.2	21204.6	17852.1	21366.8	18360.2	27415.2	20778.7	18932.7	15700.5	20963.1	27232.1	14590.3	18100.2	23825.5	23300.7	25011.2	20455.9	27028.6	23137.4
Q8NEW0	Q8NEW0	ZNT7_HUMAN	SLC30A7	Zinc transporter 7	71249.9	81034	63390.8	104788	73537.2	90776	87982	106962	29816.9	79873.7	76133.5	91470.6	73692.6	113436	100504	91095.7	62613.4	87444.9	86417.6	100817	90205.8	87435.9	105268	118449	93392.8	84022.8	65607.5	74724.1	65888.3	73359.4	59709.7
Q8NEY1	Q8NEY1;A0A0A0MRJ3;A0A8I5KSE4;H0Y6F6	NAV1_HUMAN	NAV1	Neuron navigator 1	16389.6	18424.5	19320.3	33749.7	17265.8	26422.1	20968	17933.1	14899.2	7029.34	19786.3	10580.9	12094.7	12210	7537.22	11057.4	15041.4	13185.5	9835.75	9193.21	17220	14293.1	11008.7	12941.7	15875.3	11893.2	12871.8	16447.9	13010.6	18183.6	16185.8
Q8NEY4	Q8NEY4;A0A0U1RR16;A0A3B3IRZ7	VATC2_HUMAN	ATP6V1C2	V-type proton ATPase subunit C 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3839.11	NA	1808.2	4017.52	NA	NA	2997.67	5374.4	NA	NA	NA	3582.4	NA	NA	5733.15	2006.41	NA	NA	6504.43	NA	NA	NA
Q8NEY8	Q8NEY8;F8VPY7;F8VWU8;F8W0Q9;F8VRK2	PPHLN_HUMAN	PPHLN1	Periphilin-1	57628	43673.7	45829.2	53038.6	62527.8	54437.8	59646.3	55084	30468	61091.1	44806.9	35627.5	59352.8	56908.1	90934	61369.1	70514.6	51806.6	74018.8	62682.3	47104.6	57114.2	48321.8	94218.5	57341.8	53109.5	73775.5	63879.6	59096.3	63536.8	53093.1
Q8NEZ2	Q8NEZ2;H0YBN0	VP37A_HUMAN	VPS37A	Vacuolar protein sorting-associated protein 37A	28952.5	37638.5	28654.6	32851.9	32141.3	33737.1	29405.1	32416.9	38202.2	23459.4	30760.3	33917.5	37464.3	29254.1	30580.8	28761.5	33304.7	28989.3	33637.1	25575.9	38042.6	30799.7	30829.8	46163.2	32679.9	30046.4	25732.5	38952.5	33837.3	40995.9	41000.1
Q8NEZ3	Q8NEZ3;D6R9P6;D6RE75	WDR19_HUMAN	WDR19	WD repeat-containing protein 19	10079.5	7944.35	6523.95	9535.06	9758.53	11211.7	11135	12948.4	10078.4	6915.75	10462.9	7487.24	6199.96	9866.05	6338.02	5099.42	11246.5	10305.4	14349.2	9871.72	9548.9	6422.51	9074.08	8424.76	9272.25	12757.8	8243.42	8936.43	7892.95	12670.1	6925.4
Q8NEZ4	Q8NEZ4;A0A7P0TAI3;A0A7P0T8F0;A0A7P0T9K8;A0A7P0Z448;A0A804HKS3;A0A804HKW4;H7BY37;A0A7P0TA60;A0A804HIG3;A0A804HIM6;A0A804HIS4;A0A804HIW6;A0A804HJT1;A0A804HJV8;A0A804HK48;H0YNL4	KMT2C_HUMAN	KMT2C	Histone-lysine N-methyltransferase 2C	8891.23	12616.9	10860.7	9306.63	9974.29	12830.8	13864.3	13848.6	13057.8	9994.6	5309.5	8120.52	10856.3	8994.5	15984.4	10129.8	14367.1	7317.43	5332.46	12796.3	11137.9	10717.3	9055.54	6948.04	6593.38	11278	11348.2	13214.1	10856.7	13649.8	17841.6
